NAME,COUNTY,MUNI_TYPE,pop,FIPS_CODE,district,rep,party,start,phone,email
Alexandria,Jefferson,Town,"3,741",3604501176,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Antwerp,Jefferson,Town,"1,683",3604502297,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Brownville,Jefferson,Town,"5,842",3604510242,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Cape Vincent,Jefferson,Town,"2,765",3604512364,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Champion,Jefferson,Town,"4,562",3604513717,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Clayton,Jefferson,Town,"4,770",3604516100,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Ellisburg,Jefferson,Town,"3,352",3604524086,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Henderson,Jefferson,Town,"1,438",3604534055,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Hounsfield,Jefferson,Town,"3,281",3604535782,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Le Ray,Jefferson,Town,"25,574",3604542015,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Lorraine,Jefferson,Town,924,3604543544,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Lyme,Jefferson,Town,"2,299",3604543863,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Orleans,Jefferson,Town,"2,788",3604555398,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Pamelia,Jefferson,Town,"3,343",3604556209,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Philadelphia,Jefferson,Town,"1,975",3604557562,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Rodman,Jefferson,Town,"1,197",3604563341,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Rutland,Jefferson,Town,"3,038",3604564265,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Theresa,Jefferson,Town,"2,648",3604573528,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Watertown,Jefferson,Town,"5,913",3604578619,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Watertown,Jefferson,City,"24,685",3604578608,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Wilna,Jefferson,Town,"5,732",3604582348,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Worth,Jefferson,Town,198,3604583162,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,41,Helene Weinstein,Democrat,1981,(718) 648-4700,WeinstH@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,42,Rodneyse Bichotte Hermelyn,Democrat,2015,(718) 940-0428,bichotter@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,43,Brian Cunningham,Democrat,2023,(718) 771-3105,cunninghamba@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,44,Robert Carroll,Democrat,2017,(718) 788-7221,CarrollR@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,45,Michael Novakhov,Republican,2023,(718) 743-4078,novakhovm@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,46,Alec-Brook Krasny,Republican,2023,(718) 266-0267,brook-krasnya@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,47,William Colton,Democrat,1997,(718) 236-1598,ColtonW@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,48,Simcha Eichenstein,Democrat,2019,(718) 853-9616,EichensteinS@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,49,Lester Chang,Republican,2023,(518) 455-3060,changl@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,50,Emily Gallagher,Democrat,2021,(718) 383-7474,gallaghere@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,51,Marcela Mitaynes,Democrat,2021,(718) 492-6334,mitaynesm@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,52,Jo Anne Simon,Democrat,2015,(718) 246-4889,simonj@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,53,Maritza Davila,Democrat,2014,(718) 443-1205,DavilaM@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,54,Erik Martin Dilan,Democrat,2015,(718) 386-4576,DilanE@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,55,Latrice Walker,Democrat,2015,(718) 342-1256,WalkerL@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,56,Stefani Zinerman,Democrat,2021,(718) 399-7630,zinermans@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,57,Phara Souffrant Forrest,Democrat,2021,(718) 596-0100,souffrantforrestp@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,58,Monique Chandler-Waterman,Democrat,2023,(718) 385-3336,chandlerwatermanm@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,59,Jaime Williams,Democrat,2017,(718) 252-2124,williamsja@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,60,Nikki Lucas,Democrat,2023,(718) 257-5824,lucasn@nyassembly.gov
Brooklyn,Kings,Borough,"2,641,052",3604700000,64,Michael Tannousis,Republican,2021,(718) 439-8090,tannousism@nyassembly.gov
Croghan,Lewis,Town,"3,197",3604919081,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Denmark,Lewis,Town,"2,626",3604920214,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Diana,Lewis,Town,"1,610",3604920555,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Greig,Lewis,Town,"1,179",3604930796,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Harrisburg,Lewis,Town,480,3604932358,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Lewis,Lewis,Town,844,3604942125,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Leyden,Lewis,Town,"1,572",3604942213,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Lowville,Lewis,Town,"4,888",3604943731,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Lyonsdale,Lewis,Town,"1,170",3604943995,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Martinsburg,Lewis,Town,"1,316",3604945854,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Montague,Lewis,Town,97,3604948032,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
New Bremen,Lewis,Town,"2,785",3604950001,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Osceola,Lewis,Town,243,3604955497,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Pinckney,Lewis,Town,313,3604957925,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Turin,Lewis,Town,768,3604975693,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Watson,Lewis,Town,"1,802",3604978729,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
West Turin,Lewis,Town,"1,692",3604981094,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Avon,Livingston,Town,"6,939",3605103364,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Caledonia,Livingston,Town,"4,154",3605111715,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Conesus,Livingston,Town,"2,320",3605117618,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Geneseo,Livingston,Town,"10,234",3605128629,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Groveland,Livingston,Town,"2,316",3605131016,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Leicester,Livingston,Town,"2,082",3605141883,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Lima,Livingston,Town,"4,154",3605142334,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Livonia,Livingston,Town,"7,497",3605142961,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Mount Morris,Livingston,Town,"4,435",3605148956,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
North Dansville,Livingston,Town,"5,321",3605151869,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Nunda,Livingston,Town,"2,688",3605154089,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Ossian,Livingston,Town,724,3605155508,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Portage,Livingston,Town,763,3605159179,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Sparta,Livingston,Town,"1,583",3605170101,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Springwater,Livingston,Town,"2,286",3605170475,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
West Sparta,Livingston,Town,"1,156",3605181006,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
York,Livingston,Town,"3,182",3605184022,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Brookfield,Madison,Town,"2,247",3605308587,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Cazenovia,Madison,Town,"6,740",3605313156,127,Al Stirpe,Democrat,2013,315) 452-1115,StirpeA@nyassembly.gov
DeRuyter,Madison,Town,"1,276",3605320401,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Eaton,Madison,Town,"4,284",3605323305,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Fenner,Madison,Town,"1,668",3605325593,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Georgetown,Madison,Town,648,3605328695,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Hamilton,Madison,Town,"6,379",3605331720,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Lebanon,Madison,Town,"1,326",3605341674,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Lenox,Madison,Town,"8,768",3605341905,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Lincoln,Madison,Town,"1,802",3605342422,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Madison,Madison,Town,"2,766",3605344435,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Nelson,Madison,Town,"1,890",3605349770,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Oneida,Madison,City,"10,329",3605354837,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Smithfield,Madison,Town,"1,127",3605367785,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Stockbridge,Madison,Town,"1,972",3605371399,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Sullivan,Madison,Town,"14,794",3605371993,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Brighton,Monroe,Town,"37,137",3605508246,136,Sarah Clark,Democrat,2021,(585) 467-0410,clarks@nyassembly.gov
Chili,Monroe,Town,"29,123",3605515462,138,Harry Bronson,Democrat,2011,(585) 244-5255,bronsonh@nyassembly.gov
Clarkson,Monroe,Town,"6,904",3605515957,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
East Rochester,Monroe,Town,"6,334",3605522870,135,Jen Lunsford,Democrat,2021,(585) 223-9130,lunsfordj@nyassembly.gov
Gates,Monroe,Town,"29,167",3605528442,137,Demond Meeks,Democrat,2021,(585) 454-3670,meeksd@nyassembly.gov
Greece,Monroe,Town,"96,926",3605530290,134,Josh Jensen,Republican,2021,(585) 225-4190,jensenj@nyassembly.gov
Hamlin,Monroe,Town,"8,725",3605531797,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Henrietta,Monroe,Town,"47,096",3605534099,138,Harry Bronson,Democrat,2011,(585) 244-5255,bronsonh@nyassembly.gov
Irondequoit,Monroe,Town,"51,043",3605537726,136,Sarah Clark,Democrat,2021,(585) 467-0410,clarks@nyassembly.gov
Mendon,Monroe,Town,"9,095",3605546558,135,Jen Lunsford,Democrat,2021,(585) 223-9130,lunsfordj@nyassembly.gov
Ogden,Monroe,Town,"20,270",3605554474,134,Josh Jensen,Republican,2021,(585) 225-4190,jensenj@nyassembly.gov
Parma,Monroe,Town,"16,217",3605556561,134,Josh Jensen,Republican,2021,(585) 225-4190,jensenj@nyassembly.gov
Penfield,Monroe,Town,"39,438",3605557144,135,Jen Lunsford,Democrat,2021,(585) 223-9130,lunsfordj@nyassembly.gov
Perinton,Monroe,Town,"47,479",3605557221,135,Jen Lunsford,Democrat,2021,(585) 223-9130,lunsfordj@nyassembly.gov
Pittsford,Monroe,Town,"30,617",3605558365,135,Jen Lunsford,Democrat,2021,(585) 223-9130,lunsfordj@nyassembly.gov
Riga,Monroe,Town,"5,586",3605561808,138,Harry Bronson,Democrat,2011,(585) 244-5255,bronsonh@nyassembly.gov
Rochester,Monroe,City,"211,328",3605563000,136,Sarah Clark,Democrat,2021,(585) 467-0410,clarks@nyassembly.gov
Rochester,Monroe,City,"211,328",3605563000,137,Demond Meeks,Democrat,2021,(585) 454-3670,meeksd@nyassembly.gov
Rochester,Monroe,City,"211,328",3605563000,138,Harry Bronson,Democrat,2011,(585) 244-5255,bronsonh@nyassembly.gov
Rush,Monroe,Town,"3,490",3605564144,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Sweden,Monroe,Town,"13,244",3605572455,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Webster,Monroe,Town,"45,327",3605578971,130,Brian Manktelow,Republican,2019,(315) 946-5166,manktelowb@nyassembly.gov
Wheatland,Monroe,Town,"4,897",3605581402,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Amsterdam,Montgomery,Town,"5,557",3605702077,111,Angelo Santabarbara,Democrat,2013,(518) 382-2941,SantabarbaraA@nyassembly.gov
Amsterdam,Montgomery,City,"18,219",3605702066,111,Angelo Santabarbara,Democrat,2013,(518) 382-2941,SantabarbaraA@nyassembly.gov
Canajoharie,Montgomery,Town,"3,660",3605712122,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Charleston,Montgomery,Town,"1,355",3605713816,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Florida,Montgomery,Town,"2,667",3605726308,111,Angelo Santabarbara,Democrat,2013,(518) 382-2941,SantabarbaraA@nyassembly.gov
Glen,Montgomery,Town,"2,536",3605729047,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Minden,Montgomery,Town,"4,166",3605747614,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Mohawk,Montgomery,Town,"3,572",3605747834,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Palatine,Montgomery,Town,"3,189",3605756099,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Root,Montgomery,Town,"2,013",3605763561,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
St. Johnsville,Montgomery,Town,"2,598",3605764650,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Glen Cove,Nassau,City,"28,365",3605929113,13,Charles D Lavine,Democrat,2005,(516) 676-0050,LavineC@nyassembly.gov
Glen Cove,Nassau,City,"28,365",3605929113,15,Jake Blumencranz,Republican,2023,(516) 937-3572,blumencranzj@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,14,David McDonough,Republican,2003,(516) 409-2070,mcdonoughd@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,15,Jake Blumencranz,Republican,2023,(516) 937-3572,blumencranzj@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,17,John Mikulin,Republican,2019,(516) 228-4963,mikulinj@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,18,Taylor Darling,Democrat,2019,(516) 489-6610,darlingt@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,19,Ed Ra,Republican,2011,(516) 535-4095,rae@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,20,Ari Brown,Republican,2023,(516) 431-0500,browna@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,21,Brian Curran,Republican,2023,(516) 561-8216,curranb@nyassembly.gov
Hempstead,Nassau,Town,"793,409",3605934000,22,Michaelle C Solages,Democrat,2013,(516) 599-2972,SolagesM@nyassembly.gov
Long Beach,Nassau,City,"35,029",3605943335,20,Ari Brown,Republican,2023,(516) 431-0500,browna@nyassembly.gov
North Hempstead,Nassau,Town,"237,639",3605953000,13,Charles D Lavine,Democrat,2005,(516) 676-0050,LavineC@nyassembly.gov
North Hempstead,Nassau,Town,"237,639",3605953000,16,Gina Sillitti,Democrat,2021,(516) 482-6966,sillittig@nyassembly.gov
North Hempstead,Nassau,Town,"237,639",3605953000,19,Ed Ra,Republican,2011,(516) 535-4095,rae@nyassembly.gov
Oyster Bay,Nassau,Town,"301,332",3605956000,9,Michael Durso,Republican,2021,(516) 541-4598,dursom@nyassembly.gov 
Oyster Bay,Nassau,Town,"301,332",3605956000,10,Steve Stern,Democrat,2019,(631) 271-8025,sterns@nyassembly.gov
Oyster Bay,Nassau,Town,"301,332",3605956000,11,Kimberly Jean-Pierre,Democrat,2015,(631) 957-2087,jeanpierrek@nyassembly.gov
Oyster Bay,Nassau,Town,"301,332",3605956000,13,Charles D Lavine,Democrat,2005,(516) 676-0050,LavineC@nyassembly.gov
Oyster Bay,Nassau,Town,"301,332",3605956000,15,Jake Blumencranz,Republican,2023,(516) 937-3572,blumencranzj@nyassembly.gov
Oyster Bay,Nassau,Town,"301,332",3605956000,17,John Mikulin,Republican,2019,(516) 228-4963,mikulinj@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,61,Charles Fall,Democrat,2019,(718) 442-9932,fallc@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,65,Grace Lee,Democrat,2023,(212) 312-1420,leeg@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,66,Deborah Glick,Democrat,1991,(212) 674-5153,GlickD@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,67,Linda Rosenthal,Democrat,2007,(212) 873-6368,RosentL@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,68,Eddie Gibbs,Democrat,2023,(212) 828-3953,gibbse@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,69,Daniel O'Donnell,Democrat,2003,(212) 866-3970,OdonnellD@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,70,Inez Dickens,Democrat,2017,(212) 866-5809,DickensI@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,71,Al Taylor,Democrat,2018,(212) 234-1430,taylora@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,72,Manny De Los Santos,Democrat,2023,(212) 544-2278,delossm@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,73,Alex Bores,Democrat,2023,(212) 605-0937,boresa@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,74,Harvey Epstein,Democrat,2019,(212) 979-9696,epsteinh@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,75,Tony Simone,Democrat,2023,(212) 807-7900,simonet@nyassembly.gov
Manhattan,New York,Borough,"1,576,876",3606100000,76,Rebecca Seawright,Democrat,2015,(212) 288-4607,SeawrightR@nyassembly.gov
Cambria,Niagara,Town,"5,743",3606311803,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Hartland,Niagara,Town,"3,874",3606332490,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Lewiston,Niagara,Town,"15,944",3606342158,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Lockport,Niagara,Town,"20,563",3606343093,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Lockport,Niagara,City,"20,876",3606343082,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Newfane,Niagara,Town,"9,304",3606350232,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Niagara,Niagara,Town,"7,903",3606351033,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Niagara Falls,Niagara,City,"48,671",3606351055,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
North Tonawanda,Niagara,City,"30,496",3606353682,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
North Tonawanda,Niagara,City,"30,496",3606353682,140,William Conrad,Democrat,2021,(716) 873-2540,conradw@nyassembly.gov
Pendleton,Niagara,Town,"7,035",3606357111,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Porter,Niagara,Town,"6,513",3606359267,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Royalton,Niagara,Town,"7,517",3606364034,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Somerset,Niagara,Town,"2,597",3606368330,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Tonawanda,Niagara,Reservation,331,NA,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Tuscarora Nation,Niagara,Reservation,922,NA,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Wheatfield,Niagara,Town,"18,638",3606381380,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Wilson,Niagara,Town,"5,847",3606382370,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Annsville,Oneida,Town,"2,639",3606502253,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Augusta,Oneida,Town,"2,021",3606503155,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Ava,Oneida,Town,680,3606503309,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Boonville,Oneida,Town,"4,518",3606507366,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Bridgewater,Oneida,Town,"1,507",3606508180,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Camden,Oneida,Town,"4,787",3606511858,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Deerfield,Oneida,Town,"3,983",3606519928,119,Marianne Buttenschon,Democrat,2019,(315) 732-1413,buttenschonm@nyassembly.gov
Florence,Oneida,Town,"1,284",3606526297,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Floyd,Oneida,Town,"3,733",3606526385,119,Marianne Buttenschon,Democrat,2019,(315) 732-1413,buttenschonm@nyassembly.gov
Forestport,Oneida,Town,"1,477",3606526627,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Kirkland,Oneida,Town,"10,075",3606539804,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Lee,Oneida,Town,"6,171",3606541762,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Marcy,Oneida,Town,"8,777",3606545535,119,Marianne Buttenschon,Democrat,2019,(315) 732-1413,buttenschonm@nyassembly.gov
Marshall,Oneida,Town,"1,966",3606545755,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
New Hartford,Oneida,Town,"21,874",3606550309,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Paris,Oneida,Town,"4,332",3606556330,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Remsen,Oneida,Town,"1,761",3606561126,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Rome,Oneida,City,"32,127",3606563418,119,Marianne Buttenschon,Democrat,2019,(315) 732-1413,buttenschonm@nyassembly.gov
Sangerfield,Oneida,Town,"2,327",3606565134,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Steuben,Oneida,Town,"1,081",3606571212,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Trenton,Oneida,Town,"4,297",3606575280,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Utica,Oneida,City,"65,283",3606576540,119,Marianne Buttenschon,Democrat,2019,(315) 732-1413,buttenschonm@nyassembly.gov
Vernon,Oneida,Town,"8,318",3606577123,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Verona,Oneida,Town,"5,974",3606577178,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Vienna,Oneida,Town,"5,260",3606577486,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Western,Oneida,Town,"1,831",3606579862,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Westmoreland,Oneida,Town,"5,924",3606580533,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Whitestown,Oneida,Town,"18,118",3606581754,119,Marianne Buttenschon,Democrat,2019,(315) 732-1413,buttenschonm@nyassembly.gov
Camillus,Onondaga,Town,"25,346",3606711913,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Cicero,Onondaga,Town,"31,435",3606715704,127,Al Stirpe,Democrat,2013,315) 452-1115,StirpeA@nyassembly.gov
Clay,Onondaga,Town,"60,527",3606716067,127,Al Stirpe,Democrat,2013,315) 452-1115,StirpeA@nyassembly.gov
DeWitt,Onondaga,Town,"26,074",3606720478,128,Pamela Hunter,Democrat,2016,(315) 449-9536,HunterP@nyassembly.gov
Elbridge,Onondaga,Town,"5,476",3606723800,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Fabius,Onondaga,Town,"2,006",3606724878,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Geddes,Onondaga,Town,"17,088",3606728519,129,William Magnarelli,Democrat,1999,(315) 428-9651,MagnarW@nyassembly.gov
